station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,altim_in_hg,elevation_m
EYSA,2021-12-03T02:20:00Z,55.9,23.4,,,,,29.143702,135
EYPA,2021-12-03T02:20:00Z,55.97,21.08,1,0,300,11,29.320866,15
EYKA,2021-12-03T02:20:00Z,54.97,24.08,1,-2,240,16,29.291338,68
EVVA,2021-12-03T02:20:00Z,57.35,21.55,-2,-2,10,11,29.232283,1
EVRA,2021-12-03T02:20:00Z,56.92,23.97,-1,-1,340,8,29.055119,7
EVLA,2021-12-03T02:20:00Z,56.52,21.1,1,-2,320,8,29.26181,5
EVGA,2021-12-03T02:20:00Z,56.78,24.85,1,0,160,8,28.996063,61
ETWM,2021-12-03T02:20:00Z,52.72,7.33,0,-1,210,6,29.763779,18
ETSN,2021-12-03T02:20:00Z,48.72,11.22,0,-1,250,4,29.822834,378
ETSL,2021-12-03T02:20:00Z,48.18,10.87,-1,-2,250,5,29.822834,548
ETSI,2021-12-03T02:20:00Z,48.72,11.53,0,-1,260,7,29.822834,366
ETSH,2021-12-03T02:20:00Z,51.77,13.17,-3,-4,250,3,29.763779,79
ETSB,2021-12-03T02:20:00Z,50.17,7.07,-2,-3,240,7,29.822834,477
ETNW,2021-12-03T02:20:00Z,52.45,9.42,0,-1,270,12,29.734253,57
ETNT,2021-12-03T02:20:00Z,53.53,7.67,1,0,230,7,29.704725,5
ETNS,2021-12-03T02:20:00Z,54.47,9.52,1,0,230,9,29.616142,22
ETNN,2021-12-03T02:20:00Z,50.82,6.67,1,0,220,5,29.852362,108
ETNL,2021-12-03T02:20:00Z,53.92,12.27,-1,-2,220,8,29.586615,40
ETNH,2021-12-03T02:20:00Z,54.32,9.55,0,-1,240,7,29.616142,6
ETMN,2021-12-03T02:20:00Z,53.77,8.67,3,1,240,10,29.675198,23
ETHS,2021-12-03T02:20:00Z,52.92,10.18,-2,-3,250,8,29.704725,71
ETHN,2021-12-03T02:20:00Z,49.38,9.97,-1,-1,300,6,29.822834,466
ETHL,2021-12-03T02:20:00Z,48.22,9.92,-1,-3,260,6,29.852362,536
ETHF,2021-12-03T02:20:00Z,51.12,9.28,-4,-4,0,1,29.822834,171
ETHC,2021-12-03T02:20:00Z,52.6,10.02,-1,-3,230,6,29.734253,35
ETHB,2021-12-03T02:20:00Z,52.27,9.07,0,-1,250,7,29.763779,69
ETHA,2021-12-03T02:20:00Z,47.83,10.87,-2,-3,290,9,29.822834,738
ETGG,2021-12-03T02:20:00Z,54.83,9.5,3,1,260,15,29.586615,33
ESUT,2021-12-03T02:20:00Z,65.8,15.08,-7,-11,80,11,29.498032,457
ESUP,2021-12-03T02:20:00Z,67.25,23.07,-15,-16,0,0,29.675198,164
ESTL,2021-12-03T02:20:00Z,56.07,13.2,-8,-8,0,2,29.438976,39
ESTA,2021-12-03T02:20:00Z,56.28,12.83,-7,-8,140,3,29.438976,19
ESSV,2021-12-03T02:20:00Z,57.67,18.35,0,-4,340,12,29.379921,38
ESST,2021-12-03T02:20:00Z,60.15,12.98,-9,-10,0,3,29.498032,110
ESSP,2021-12-03T02:20:00Z,58.58,16.25,-7,-8,300,5,29.468504,3
ESSL,2021-12-03T02:20:00Z,58.4,15.67,-9,-11,300,6,29.468504,51
ESSD,2021-12-03T02:20:00Z,60.42,15.5,-9,-11,310,7,29.468504,151
ESSB,2021-12-03T02:20:00Z,59.35,17.93,-4,-6,340,6,29.438976,14
ESSA,2021-12-03T02:20:00Z,59.65,17.93,-5,-6,330,7,29.438976,36
ESPE,2021-12-03T02:20:00Z,65.88,20.15,-6,-8,50,4,29.616142,182
ESPA,2021-12-03T02:20:00Z,65.53,22.12,-6,-8,40,6,29.64567,12
ESOW,2021-12-03T02:20:00Z,59.58,16.63,-7,-10,350,7,29.498032,7
ESOK,2021-12-03T02:20:00Z,59.45,13.33,-9,-9,20,5,29.468504,101
ESOH,2021-12-03T02:20:00Z,60.02,13.58,-11,-13,20,3,29.498032,145
ESOE,2021-12-03T02:20:00Z,59.22,15.05,-8,-10,0,0,29.468504,57
ESNZ,2021-12-03T02:20:00Z,63.18,14.5,-14,-15,10,2,29.498032,360
ESNX,2021-12-03T02:20:00Z,65.58,19.28,,,60,3,29.557087,380
ESNV,2021-12-03T02:20:00Z,64.58,16.83,-17,-19,0,0,29.52756,348
ESNU,2021-12-03T02:20:00Z,63.78,20.28,-14,-15,310,4,29.557087,8
ESNS,2021-12-03T02:20:00Z,64.62,21.07,-6,-7,300,3,29.557087,41
ESNQ,2021-12-03T02:20:00Z,67.82,20.33,-8,-9,10,3,29.64567,447
ESNO,2021-12-03T02:20:00Z,63.4,18.97,-9,-10,360,4,29.52756,100
ESNN,2021-12-03T02:20:00Z,62.52,17.43,-9,-10,310,12,29.52756,4
ESNL,2021-12-03T02:20:00Z,64.55,18.72,-14,-16,0,0,29.557087,220
ESNK,2021-12-03T02:20:00Z,63.03,17.77,-13,-15,340,8,29.586615,4
ESNG,2021-12-03T02:20:00Z,67.13,20.82,-7,-9,70,4,29.64567,300
ESND,2021-12-03T02:20:00Z,62.05,14.42,-12,-14,250,1,29.468504,352
ESMX,2021-12-03T02:20:00Z,56.92,14.72,-6,-7,170,2,29.409449,176
ESMT,2021-12-03T02:20:00Z,56.68,12.82,-8,-9,70,6,29.438976,24
ESMS,2021-12-03T02:20:00Z,55.53,13.37,0,-2,260,8,29.438976,68
ESMQ,2021-12-03T02:20:00Z,56.68,16.3,-9,-9,320,3,29.468504,3
ESMK,2021-12-03T02:20:00Z,55.92,14.08,-3,-4,0,3,29.438976,20
ESKS,2021-12-03T02:20:00Z,61.17,12.83,-13,-15,350,3,29.409449,503
ESKN,2021-12-03T02:20:00Z,58.78,16.92,-6,-7,310,8,29.438976,41
ESKM,2021-12-03T02:20:00Z,60.97,14.52,-10,-10,0,0,29.498032,184
ESIB,2021-12-03T02:20:00Z,58.42,12.7,-10,-10,80,3,29.438976,51
ESIA,2021-12-03T02:20:00Z,58.52,14.5,-9,-9,360,4,29.468504,94
ESGT,2021-12-03T02:20:00Z,58.32,12.33,-14,-16,300,2,29.468504,40
ESGR,2021-12-03T02:20:00Z,58.45,13.97,-8,-9,0,1,29.468504,95
ESGJ,2021-12-03T02:20:00Z,57.77,14.07,-12,-13,0,0,29.409449,224
ESGG,2021-12-03T02:20:00Z,57.67,12.3,-9,-10,110,6,29.409449,152
ESDF,2021-12-03T02:20:00Z,56.27,15.27,-8,-8,30,3,29.438976,52
ESCM,2021-12-03T02:20:00Z,59.88,17.6,-6,-7,320,6,29.468504,21
ESCF,2021-12-03T02:20:00Z,58.38,15.52,-11,-12,270,4,29.468504,86
ENZV,2021-12-03T02:20:00Z,58.88,5.63,0,-1,130,7,29.438976,7
ENWV,2021-12-03T02:20:00Z,56.28,3.4,5,1,240,25,29.52756,30
ENUN,2021-12-03T02:20:00Z,,,2,-6,140,18,29.498032,
ENUG,2021-12-03T02:20:00Z,71.3,22.25,0,-8,90,10,29.763779,30
ENTO,2021-12-03T02:20:00Z,59.2,10.27,-8,-9,10,5,29.468504,84
ENTC,2021-12-03T02:20:00Z,69.68,18.92,-8,-11,0,2,29.763779,9
ENSL,2021-12-03T02:20:00Z,58.37,1.9,5,-1,250,20,29.438976,50
ENSF,2021-12-03T02:20:00Z,61.25,1.85,7,-1,0,0,29.379921,15
ENSE,2021-12-03T02:20:00Z,61.45,2.15,4,1,0,9,29.379921,10
ENSB,2021-12-03T02:20:00Z,78.25,15.47,-1,-8,180,16,29.616142,30
ENRY,2021-12-03T02:20:00Z,59.37,10.77,-10,-11,360,7,29.498032,45
ENRO,2021-12-03T02:20:00Z,62.57,11.33,-12,-15,120,4,29.379921,624
ENQR,2021-12-03T02:20:00Z,61.52,2.22,4,0,140,11,29.350393,10
ENQC,2021-12-03T02:20:00Z,60.88,3.62,5,0,0,1,29.379921,20
ENQA,2021-12-03T02:20:00Z,60.65,3.72,3,0,10,3,29.379921,90
ENOL,2021-12-03T02:20:00Z,63.7,9.6,-8,-11,90,6,29.52756,9
ENNE,2021-12-03T02:20:00Z,66.03,8.08,1,-8,120,20,29.498032,10
ENNA,2021-12-03T02:20:00Z,70.07,24.97,-16,-18,0,0,29.793306,12
ENML,2021-12-03T02:20:00Z,62.75,7.27,-12,-14,40,8,29.468504,3
ENLE,2021-12-03T02:20:00Z,56.53,3.22,5,1,230,18,29.52756,10
ENLA,2021-12-03T02:20:00Z,57.1,2.83,5,1,0,3,29.468504,10
ENKR,2021-12-03T02:20:00Z,69.72,29.88,-4,-5,0,2,29.763779,86
ENKB,2021-12-03T02:20:00Z,63.12,7.82,-8,-11,100,4,29.468504,62
ENHM,2021-12-03T02:20:00Z,59.57,2.23,4,-2,240,10,29.409449,10
ENHF,2021-12-03T02:20:00Z,70.67,23.67,-7,-9,0,0,29.763779,79
ENHE,2021-12-03T02:20:00Z,65.33,2.33,0,-6,130,17,29.468504,10
ENHD,2021-12-03T02:20:00Z,59.35,5.22,0,0,100,5,29.409449,22
ENGM,2021-12-03T02:20:00Z,60.2,11.07,-12,-13,0,0,29.468504,204
ENGC,2021-12-03T02:20:00Z,61.02,2.02,3,0,150,4,29.379921,10
ENFL,2021-12-03T02:20:00Z,61.57,5.02,-1,-4,90,8,29.409449,1
ENFB,2021-12-03T02:20:00Z,61.2,1.83,4,-1,300,4,29.379921,10
ENEV,2021-12-03T02:20:00Z,68.48,16.67,-3,-8,90,11,29.704725,26
ENDU,2021-12-03T02:20:00Z,69.05,18.55,-16,-17,310,2,29.734253,65
ENDR,2021-12-03T02:20:00Z,64.35,7.77,-2,-8,90,15,29.468504,10
ENCN,2021-12-03T02:20:00Z,58.2,8.07,-9,-11,40,9,29.468504,17
ENBO,2021-12-03T02:20:00Z,67.27,14.37,-2,-9,110,11,29.64567,13
ENBN,2021-12-03T02:20:00Z,65.47,12.22,-4,-8,100,13,29.557087,3
ENAT,2021-12-03T02:20:00Z,69.97,23.37,-17,-19,0,1,29.822834,3
ENAN,2021-12-03T02:20:00Z,69.3,16.13,-2,-8,130,13,29.704725,13
ENAL,2021-12-03T02:20:00Z,62.57,6.12,-5,-8,140,6,29.438976,21
ELLX,2021-12-03T02:20:00Z,49.63,6.2,0,-1,250,6,29.88189,374
EKYT,2021-12-03T02:20:00Z,57.1,9.87,-3,-4,250,1,29.468504,2
EKVG,2021-12-03T02:20:00Z,62.07,-7.27,4,2,280,6,29.232283,89
EKVD,2021-12-03T02:20:00Z,55.43,9.32,1,0,250,7,29.557087,41
EKSB,2021-12-03T02:20:00Z,54.97,9.8,2,1,270,8,29.557087,23
EKRS,2021-12-03T02:20:00Z,55.42,11.8,1,1,0,3,29.498032,34
EKRN,2021-12-03T02:20:00Z,55.07,14.75,3,0,340,6,29.438976,14
EKRK,2021-12-03T02:20:00Z,55.58,12.13,1,-1,260,8,29.468504,40
EKKA,2021-12-03T02:20:00Z,56.3,9.12,1,0,260,6,29.498032,50
EKEB,2021-12-03T02:20:00Z,55.52,8.55,3,1,270,8,29.557087,29
EKCH,2021-12-03T02:20:00Z,55.62,12.67,0,-2,260,8,29.468504,4
EKBI,2021-12-03T02:20:00Z,55.73,9.15,1,0,280,10,29.557087,67
EKAH,2021-12-03T02:20:00Z,56.28,10.62,0,-1,270,7,29.498032,25
EGVN,2021-12-03T02:20:00Z,51.77,-1.58,2,1,210,5,29.822834,83
EGTE,2021-12-03T02:20:00Z,50.73,-3.42,6,6,160,10,29.822834,30
EGSS,2021-12-03T02:20:00Z,51.88,0.22,1,-2,230,8,29.822834,101
EGSH,2021-12-03T02:20:00Z,52.68,1.28,1,-1,230,6,29.793306,21
EGPU,2021-12-03T02:20:00Z,56.5,-6.88,8,5,310,21,29.52756,12
EGPO,2021-12-03T02:20:00Z,58.22,-6.32,5,3,280,7,29.409449,10
EGPL,2021-12-03T02:20:00Z,57.47,-7.37,8,3,290,17,29.498032,3
EGPK,2021-12-03T02:20:00Z,55.5,-4.58,8,7,210,9,29.498032,14
EGPI,2021-12-03T02:20:00Z,55.68,-6.25,9,5,300,18,29.557087,17
EGPH,2021-12-03T02:20:00Z,55.95,-3.35,5,3,280,4,29.468504,29
EGPF,2021-12-03T02:20:00Z,55.87,-4.42,4,4,50,6,29.498032,8
EGPE,2021-12-03T02:20:00Z,57.53,-4.05,5,3,230,15,29.409449,7
EGPD,2021-12-03T02:20:00Z,57.2,-2.22,2,1,140,6,29.409449,65
EGPC,2021-12-03T02:20:00Z,58.45,-3.08,4,3,190,9,29.320866,38
EGPB,2021-12-03T02:20:00Z,59.87,-1.3,4,2,200,13,29.350393,2
EGPA,2021-12-03T02:20:00Z,58.95,-2.9,4,4,190,13,29.291338,15
EGNX,2021-12-03T02:20:00Z,52.82,-1.32,1,0,200,12,29.734253,91
EGNT,2021-12-03T02:20:00Z,55.03,-1.7,3,2,190,4,29.52756,77
EGNJ,2021-12-03T02:20:00Z,53.57,-0.35,2,0,210,13,29.704725,23
EGMD,2021-12-03T02:20:00Z,50.95,0.93,3,0,260,7,29.911417,4
EGLL,2021-12-03T02:20:00Z,51.48,-0.45,3,-2,230,8,29.852362,26
EGLF,2021-12-03T02:20:00Z,51.28,-0.77,2,0,230,9,29.852362,65
EGLC,2021-12-03T02:20:00Z,51.5,0.05,4,-2,240,9,29.852362,10
EGJJ,2021-12-03T02:20:00Z,49.22,-2.2,7,2,220,5,29.940945,84
EGHQ,2021-12-03T02:20:00Z,50.43,-5,9,9,210,11,29.793306,101
EGGW,2021-12-03T02:20:00Z,51.87,-0.37,1,-1,230,10,29.822834,159
EGGP,2021-12-03T02:20:00Z,53.33,-2.85,4,3,170,13,29.675198,23
EGGD,2021-12-03T02:20:00Z,51.37,-2.72,3,2,170,11,29.763779,182
EGFF,2021-12-03T02:20:00Z,51.38,-3.35,5,5,170,6,29.763779,65
EGCN,2021-12-03T02:20:00Z,53.48,-1,2,1,180,12,29.734253,9
EGCK,2021-12-03T02:20:00Z,53.1,-4.33,7,6,180,16,29.64567,6
EGCC,2021-12-03T02:20:00Z,53.35,-2.27,3,2,190,6,29.675198,78
EGBB,2021-12-03T02:20:00Z,52.47,-1.75,1,1,190,7,29.763779,91
EGAC,2021-12-03T02:20:00Z,54.62,-5.87,8,7,0,4,29.586615,2
EGAA,2021-12-03T02:20:00Z,54.65,-6.22,8,8,300,16,29.586615,65
EFVA,2021-12-03T02:20:00Z,63.05,21.77,-17,-19,10,1,29.557087,4
EFUT,2021-12-03T02:20:00Z,60.88,26.93,-15,-17,20,6,29.409449,104
EFTU,2021-12-03T02:20:00Z,60.52,22.27,-8,-11,50,6,29.409449,47
EFTP,2021-12-03T02:20:00Z,61.42,23.62,-11,-12,50,3,29.438976,111
EFSI,2021-12-03T02:20:00Z,62.7,22.83,-18,-20,10,2,29.498032,90
EFSA,2021-12-03T02:20:00Z,61.95,28.93,-15,-16,330,3,29.438976,90
EFRO,2021-12-03T02:20:00Z,66.57,25.82,-9,-11,50,11,29.64567,201
EFPO,2021-12-03T02:20:00Z,61.47,21.8,-7,-9,40,6,29.468504,10
EFOU,2021-12-03T02:20:00Z,64.92,25.37,-6,-8,50,8,29.586615,15
EFMI,2021-12-03T02:20:00Z,61.68,27.2,-17,-18,0,2,29.438976,99
EFMA,2021-12-03T02:20:00Z,60.12,19.9,-4,-7,40,7,29.438976,6
EFLP,2021-12-03T02:20:00Z,61.03,28.15,-11,-12,30,7,29.409449,102
EFKU,2021-12-03T02:20:00Z,63.02,27.8,-12,-14,310,4,29.468504,92
EFKT,2021-12-03T02:20:00Z,67.7,24.85,-8,-10,10,5,29.704725,190
EFKS,2021-12-03T02:20:00Z,66,29.23,-9,-11,30,3,29.586615,270
EFKK,2021-12-03T02:20:00Z,63.72,23.13,-14,-16,0,1,29.52756,25
EFKI,2021-12-03T02:20:00Z,64.27,27.67,-7,-9,50,8,29.498032,132
EFKE,2021-12-03T02:20:00Z,65.78,24.57,-8,-9,30,7,29.64567,15
EFJY,2021-12-03T02:20:00Z,62.4,25.68,-15,-17,340,3,29.468504,139
EFJO,2021-12-03T02:20:00Z,62.67,29.62,-11,-12,350,4,29.409449,118
EFIV,2021-12-03T02:20:00Z,68.62,27.42,-9,-10,0,1,29.734253,145
EFHK,2021-12-03T02:20:00Z,60.32,24.97,-12,-14,20,9,29.379921,56
EFHA,2021-12-03T02:20:00Z,61.85,24.8,-16,-17,330,4,29.438976,144
EFET,2021-12-03T02:20:00Z,68.37,23.43,-12,-13,30,6,29.704725,300
EETU,2021-12-03T02:20:00Z,58.32,26.68,-5,-6,70,12,29.202755,67
EETN,2021-12-03T02:20:00Z,59.4,24.82,-3,-7,80,12,29.291338,41
EEKE,2021-12-03T02:20:00Z,58.23,22.52,-4,-4,20,12,29.232283,4
EDXW,2021-12-03T02:20:00Z,54.92,8.33,6,0,290,15,29.586615,8
EDWE,2021-12-03T02:20:00Z,53.38,7.23,2,1,240,9,29.734253,0
EDTY,2021-12-03T02:20:00Z,49.12,9.78,0,-1,270,6,29.852362,398
EDSB,2021-12-03T02:20:00Z,48.78,8.08,-1,-2,180,7,29.940945,122
EDQM,2021-12-03T02:20:00Z,50.3,11.85,-4,-4,310,3,29.734253,578
EDNY,2021-12-03T02:20:00Z,47.67,9.52,1,-1,260,4,29.911417,411
EDMO,2021-12-03T02:20:00Z,48.07,11.27,-1,-1,250,8,29.822834,587
EDMA,2021-12-03T02:20:00Z,48.42,10.92,0,-2,260,6,29.822834,462
EDLW,2021-12-03T02:20:00Z,51.52,7.62,1,0,220,9,29.822834,122
EDLP,2021-12-03T02:20:00Z,51.62,8.62,-2,-4,200,10,29.793306,211
EDLN,2021-12-03T02:20:00Z,51.23,6.5,1,1,210,7,29.852362,38
EDJA,2021-12-03T02:20:00Z,47.98,10.23,-1,-3,250,10,29.852362,625
EDHL,2021-12-03T02:20:00Z,53.8,10.72,1,-1,240,9,29.64567,13
EDHK,2021-12-03T02:20:00Z,54.38,10.15,1,0,260,9,29.616142,24
EDHI,2021-12-03T02:20:00Z,53.53,9.83,0,-1,250,5,29.675198,5
EDGS,2021-12-03T02:20:00Z,50.7,8.08,-3,-3,260,8,29.793306,595
EDFH,2021-12-03T02:20:00Z,49.95,7.27,-2,-2,260,7,29.852362,494
EDDW,2021-12-03T02:20:00Z,53.03,8.8,-1,-2,240,8,29.734253,5
EDDV,2021-12-03T02:20:00Z,52.47,9.68,-1,-3,250,7,29.763779,53
EDDS,2021-12-03T02:20:00Z,48.68,9.22,0,-2,270,9,29.852362,374
EDDR,2021-12-03T02:20:00Z,49.22,7.1,-2,-3,260,8,29.911417,317
EDDP,2021-12-03T02:20:00Z,51.43,12.23,-3,-4,230,10,29.763779,129
EDDN,2021-12-03T02:20:00Z,49.5,11.05,1,0,260,5,29.822834,312
EDDM,2021-12-03T02:20:00Z,48.35,11.82,-1,-2,250,5,29.822834,445
EDDL,2021-12-03T02:20:00Z,51.3,6.77,1,0,210,9,29.852362,37
EDDK,2021-12-03T02:20:00Z,50.87,7.15,0,0,170,4,29.88189,92
EDDH,2021-12-03T02:20:00Z,53.63,10,1,0,240,9,29.675198,8
EDDG,2021-12-03T02:20:00Z,52.13,7.7,-1,-2,200,6,29.793306,46
EDDF,2021-12-03T02:20:00Z,50.05,8.6,0,-3,270,6,29.88189,113
EDDE,2021-12-03T02:20:00Z,50.98,10.97,-5,-5,240,10,29.793306,314
EDDC,2021-12-03T02:20:00Z,51.13,13.75,-3,-4,220,7,29.763779,227
EDDB,2021-12-03T02:20:00Z,52.38,13.53,-3,-4,220,10,29.704725,48
EDAC,2021-12-03T02:20:00Z,50.98,12.5,-4,-5,0,2,29.793306,193
EBOS,2021-12-03T02:20:00Z,51.2,2.87,2,0,230,11,29.88189,5
EBLG,2021-12-03T02:20:00Z,50.63,5.45,1,0,230,9,29.88189,187
EBCI,2021-12-03T02:20:00Z,50.47,4.45,1,0,240,10,29.88189,176
EBBR,2021-12-03T02:20:00Z,50.9,4.52,2,0,230,10,29.88189,49
EBAW,2021-12-03T02:20:00Z,51.2,4.47,1,0,220,7,29.852362,7
KNKX,2021-12-03T02:19:00Z,32.87,-117.13,11.7,11.1,310,5,30.088583,138
KFFX,2021-12-03T02:19:00Z,43.43,-86,3,0,330,3,29.991142,234
KCVC,2021-12-03T02:19:00Z,33.63,-83.85,10,7,0,0,30.079725,240
KAQW,2021-12-03T02:19:00Z,42.7,-73.17,6.1,1.7,270,15,29.530512,196
CYQY,2021-12-03T02:19:00Z,46.17,-60.03,10,9,160,19,29.681103,58
CYQB,2021-12-03T02:19:00Z,46.78,-71.38,0,0,0,2,29.27067,73
CYBC,2021-12-03T02:19:00Z,49.13,-68.2,0,0,100,6,29.300198,20
CFOX,2021-12-03T02:19:00Z,,,-16,-17,,,29.241142,
LHPP,2021-12-03T02:18:00Z,45.98,18.23,4,3,340,7,29.616142,193
KNY0,2021-12-03T02:18:00Z,42.98,-74.33,3,3,300,14,29.530512,266
CYZP,2021-12-03T02:18:00Z,53.25,-131.82,3,0,230,14,30.221457,7
CYXL,2021-12-03T02:18:00Z,50.12,-91.9,-9,-11,320,5,30,381
CYPX,2021-12-03T02:18:00Z,60.03,-77.27,-12,-14,160,8,29.320866,10
CYHU,2021-12-03T02:18:00Z,45.52,-73.42,5,2,250,17,29.379921,26
RJCC,2021-12-03T02:17:00Z,42.77,141.68,7,6,190,12,29.763779,19
KMMH,2021-12-03T02:17:00Z,37.62,-118.83,4,-12,340,3,30.280512,2167
KELZ,2021-12-03T02:17:00Z,42.1,-77.98,2.2,-0.6,300,18,29.731298,639
KANJ,2021-12-03T02:17:00Z,46.47,-84.37,-1.7,-7.8,360,5,29.929134,220
KADC,2021-12-03T02:17:00Z,46.45,-95.22,-1,-4,0,0,29.970472,416
CYMX,2021-12-03T02:17:00Z,45.67,-74.03,3,2,260,7,29.388779,78
KTRK,2021-12-03T02:16:00Z,39.32,-120.13,3,-2,0,0,30.250984,1800
KPNM,2021-12-03T02:16:00Z,45.53,-93.6,3,-1,0,0,29.970472,298
KCYD,2021-12-03T02:16:00Z,28.17,-89.22,21.4,16.6,150,3,30.188976,30
K40B,2021-12-03T02:16:00Z,46.62,-69.52,1.9,1.9,170,9,29.27067,344
CYYG,2021-12-03T02:16:00Z,46.28,-63.12,8,7,140,12,29.509842,48
ROMD,2021-12-03T02:15:00Z,25.83,131.25,22,13,360,15,30,45
PAAD,2021-12-03T02:15:00Z,70.13,-146.28,-34.2,-38,240,13,30.679134,8
LMML,2021-12-03T02:15:00Z,35.85,14.47,16,8,230,13,29.734253,78
LIRP,2021-12-03T02:15:00Z,43.68,10.38,6,5,130,4,29.52756,1
LHSN,2021-12-03T02:15:00Z,47.12,20.23,4,4,310,4,29.557087,89
LHSM,2021-12-03T02:15:00Z,46.68,17.17,5,2,350,11,29.64567,119
LHPR,2021-12-03T02:15:00Z,47.63,17.82,4,3,310,12,29.64567,127
LHPA,2021-12-03T02:15:00Z,47.35,17.5,4,2,320,12,29.64567,143
LHKE,2021-12-03T02:15:00Z,46.92,19.75,5,4,330,10,29.557087,113
LHDC,2021-12-03T02:15:00Z,47.48,21.62,6,6,0,2,29.498032,105
KZPH,2021-12-03T02:15:00Z,28.23,-82.15,11.3,10.4,0,0,30.159449,26
KXNX,2021-12-03T02:15:00Z,36.38,-86.42,11,5,0,0,30.079725,178
KXLL,2021-12-03T02:15:00Z,40.57,-75.48,13,5,240,9,29.648623,118
KXBP,2021-12-03T02:15:00Z,33.18,-97.83,15.6,9.8,0,0,30.050198,256
KX26,2021-12-03T02:15:00Z,27.82,-80.5,11,9.5,0,0,30.15059,5
KWWR,2021-12-03T02:15:00Z,36.45,-99.52,15,-3,180,8,30,664
KWDR,2021-12-03T02:15:00Z,33.98,-83.67,13,7,280,3,30.088583,280
KWBF,2021-12-03T02:15:00Z,26.93,-90.5,24,18,0,5,30.159449,40
KW99,2021-12-03T02:15:00Z,39,-79.15,16.6,6,290,22,29.760826,288
KW78,2021-12-03T02:15:00Z,36.7,-78.85,16.2,3.6,210,4,29.861221,120
KW43,2021-12-03T02:15:00Z,44.67,-104.57,7,2,60,6,30.008858,1292
KW22,2021-12-03T02:15:00Z,39,-80.27,12,5,290,8,29.899607,497
KVYS,2021-12-03T02:15:00Z,41.35,-89.15,7,-1.2,300,4,30.02067,198
KVWU,2021-12-03T02:15:00Z,48.15,-94.52,-2,-5,70,4,29.97933,359
KVVS,2021-12-03T02:15:00Z,39.95,-79.65,11.5,3.4,270,12,29.84941,386
KVUJ,2021-12-03T02:15:00Z,35.42,-80.15,8.1,5.1,0,0,29.991142,174
KVTP,2021-12-03T02:15:00Z,37.5,-105.17,4,-9,270,12,30.31004,3086
KVPC,2021-12-03T02:15:00Z,34.1,-84.85,10,8,0,0,30.100393,234
KVOA,2021-12-03T02:15:00Z,29.23,-87.78,21,15,,,30.159449,53
KVKY,2021-12-03T02:15:00Z,29.25,-88.43,20,15,260,8,30.180119,32
KVJI,2021-12-03T02:15:00Z,36.68,-82.03,11.1,2.7,290,7,30.029528,636
KVHN,2021-12-03T02:15:00Z,31.07,-104.78,16.1,2.4,260,6,30.200787,1200
KVER,2021-12-03T02:15:00Z,38.95,-92.68,12.1,4.5,0,0,29.991142,209
KVDI,2021-12-03T02:15:00Z,32.2,-82.37,13,11,0,0,30.088583,81
KVCV,2021-12-03T02:15:00Z,34.58,-117.38,15,-11,240,5,30.138779,871
KVAF,2021-12-03T02:15:00Z,27.35,-94.63,23,16,,,30.15059,38
KUYF,2021-12-03T02:15:00Z,39.93,-83.47,6,1,340,5,29.991142,326
KUXL,2021-12-03T02:15:00Z,30.13,-93.38,16.3,16.3,,,30.15059,2
KUVA,2021-12-03T02:15:00Z,29.22,-99.75,18.3,17.6,80,5,30.129921,285
KUTA,2021-12-03T02:15:00Z,34.68,-90.35,13,9,180,6,30.088583,58
KUSE,2021-12-03T02:15:00Z,41.62,-84.13,3,1,280,6,29.97933,237
KUNI,2021-12-03T02:15:00Z,39.22,-82.23,10,3.8,270,3,29.958662,232
KULS,2021-12-03T02:15:00Z,37.6,-101.37,11,-6,160,3,29.958662,934
KUKL,2021-12-03T02:15:00Z,38.3,-95.73,14.1,-1,210,10,29.949802,357
KUKF,2021-12-03T02:15:00Z,36.22,-81.1,13,2,220,3,29.97933,383
KUCY,2021-12-03T02:15:00Z,36.38,-88.98,15,6,0,0,30.029528,97
KU69,2021-12-03T02:15:00Z,40.2,-110.38,2,-6,320,5,30.209646,1776
KU68,2021-12-03T02:15:00Z,44.92,-108.45,8,-1,360,6,29.958662,1244
KU55,2021-12-03T02:15:00Z,37.85,-112.38,4,-7,100,6,30.268702,2060
KU52,2021-12-03T02:15:00Z,38.23,-112.67,4,-7,0,0,30.221457,1787
KU42,2021-12-03T02:15:00Z,40.62,-111.98,3.8,0.5,0,0,30.209646,1399
KTZR,2021-12-03T02:15:00Z,39.9,-83.13,6.2,1.4,340,7,29.991142,275
KTYQ,2021-12-03T02:15:00Z,40.03,-86.25,5.4,1.6,290,3,30.029528,279
KTYL,2021-12-03T02:15:00Z,34.45,-110.12,5,-6,200,8,30.250984,1748
KTXW,2021-12-03T02:15:00Z,26.18,-97.97,22.3,19.9,140,4,30.100393,21
KTWT,2021-12-03T02:15:00Z,37.55,-87.95,9,5,0,0,30.050198,113
KTVK,2021-12-03T02:15:00Z,40.68,-92.9,7,0,110,5,30,311
KTVI,2021-12-03T02:15:00Z,30.9,-83.88,11,10,0,0,30.138779,74
KTTA,2021-12-03T02:15:00Z,35.58,-79.1,14.8,5,220,4,29.920275,71
KTQV,2021-12-03T02:15:00Z,,,17,5,220,11,29.899607,
KTQK,2021-12-03T02:15:00Z,38.47,-100.88,7.6,-1.5,240,5,29.970472,906
