station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,altim_in_hg,elevation_m
SAWE,2021-12-03T02:00:00Z,-53.78,-67.75,9,5,270,18,29.822834,22
SAVC,2021-12-03T02:00:00Z,-45.78,-67.47,9,-2,340,3,30.059055,58
SASJ,2021-12-03T02:00:00Z,-24.38,-65.1,28,16,360,7,29.911417,913
SASA,2021-12-03T02:00:00Z,-24.85,-65.48,24,15,270,2,29.970472,1235
SARP,2021-12-03T02:00:00Z,-27.38,-55.97,25,13,140,7,29.852362,123
SARL,2021-12-03T02:00:00Z,-29.68,-57.15,21,12,140,10,29.911417,70
SARI,2021-12-03T02:00:00Z,-25.73,-54.47,23,16,230,5,29.822834,268
SARF,2021-12-03T02:00:00Z,-26.22,-58.22,22,18,160,4,29.822834,65
SARE,2021-12-03T02:00:00Z,-27.43,-59.05,24,16,140,9,29.852362,52
SARC,2021-12-03T02:00:00Z,-27.43,-58.77,23,16,140,7,29.852362,60
SANT,2021-12-03T02:00:00Z,-26.85,-65.1,27,18,160,3,29.822834,446
SAME,2021-12-03T02:00:00Z,-32.82,-68.78,25,16,160,7,29.852362,709
SAEZ,2021-12-03T02:00:00Z,-34.82,-58.53,18,15,100,8,29.970472,16
SADF,2021-12-03T02:00:00Z,-34.45,-58.58,21,17,90,8,29.940945,4
SACO,2021-12-03T02:00:00Z,-31.32,-64.22,22,14,350,7,29.911417,474
SABE,2021-12-03T02:00:00Z,-34.57,-58.42,21,17,100,18,29.970472,3
SAAR,2021-12-03T02:00:00Z,-32.92,-60.77,22,14,90,6,29.88189,24
RPVM,2021-12-03T02:00:00Z,10.32,123.98,29,22,20,14,29.88189,9
RPMZ,2021-12-03T02:00:00Z,6.92,122.07,30,26,260,9,29.852362,8
RPMD,2021-12-03T02:00:00Z,7.12,125.65,29,25,20,6,29.852362,19
RPLL,2021-12-03T02:00:00Z,14.52,121,29,20,130,5,29.911417,15
RPLI,2021-12-03T02:00:00Z,18.17,120.52,27,18,20,8,29.940945,5
RPLB,2021-12-03T02:00:00Z,14.8,120.27,28,19,60,11,29.940945,19
ROYN,2021-12-03T02:00:00Z,24.47,122.97,20,10,10,20,30.147638,21
RORY,2021-12-03T02:00:00Z,27.05,128.4,20,8,340,14,30.088583,13
RORS,2021-12-03T02:00:00Z,24.82,125.15,21,10,10,17,30.11811,13
RORK,2021-12-03T02:00:00Z,25.93,131.32,21,11,360,16,30.029528,11
ROMY,2021-12-03T02:00:00Z,24.78,125.27,19,10,360,13,30.11811,38
ROIG,2021-12-03T02:00:00Z,24.33,124.18,20,11,10,12,30.11811,26
ROAH,2021-12-03T02:00:00Z,26.18,127.65,20,12,340,19,30.088583,6
RKTU,2021-12-03T02:00:00Z,36.7,127.5,6,-2,320,9,30.088583,46
RKTN,2021-12-03T02:00:00Z,35.88,128.65,7,-1,290,7,30.059055,25
RKSS,2021-12-03T02:00:00Z,37.55,126.78,4,-10,330,12,30.088583,18
RKPK,2021-12-03T02:00:00Z,35.17,128.93,11,0,330,6,30.029528,3
RKPC,2021-12-03T02:00:00Z,33.5,126.48,13,3,300,16,30.11811,23
RKNY,2021-12-03T02:00:00Z,38.07,128.67,6,-14,300,15,29.970472,76
RKJB,2021-12-03T02:00:00Z,34.98,126.38,10,3,340,12,30.088583,16
RJTT,2021-12-03T02:00:00Z,35.55,139.77,12,3,110,6,29.88189,5
RJTO,2021-12-03T02:00:00Z,34.77,139.37,16,5,240,11,29.911417,37
RJTI,2021-12-03T02:00:00Z,35.63,139.83,12,1,120,6,29.88189,4
RJTF,2021-12-03T02:00:00Z,35.67,139.52,13,1,0,2,29.88189,37
RJSY,2021-12-03T02:00:00Z,38.82,139.78,12,2,160,4,29.852362,17
RJSS,2021-12-03T02:00:00Z,38.13,140.92,10,2,30,4,29.852362,5
RJSR,2021-12-03T02:00:00Z,40.18,140.37,12,4,200,7,29.822834,83
RJSN,2021-12-03T02:00:00Z,37.95,139.12,11,2,170,10,29.88189,4
RJSM,2021-12-03T02:00:00Z,40.7,141.37,11,0,170,8,29.822834,31
RJSK,2021-12-03T02:00:00Z,39.62,140.22,10,2,130,7,29.852362,95
RJSI,2021-12-03T02:00:00Z,39.42,141.13,5,2,0,2,29.88189,89
RJSF,2021-12-03T02:00:00Z,37.22,140.42,11,3,0,2,29.822834,373
RJSC,2021-12-03T02:00:00Z,38.42,140.37,3,3,360,5,29.911417,104
RJSA,2021-12-03T02:00:00Z,40.72,140.68,10,0,220,17,29.763779,196
RJOY,2021-12-03T02:00:00Z,34.6,135.6,13,3,240,5,30,10
RJOW,2021-12-03T02:00:00Z,34.67,131.8,10,6,160,9,30,54
RJOT,2021-12-03T02:00:00Z,34.22,134.02,13,3,250,12,30,181
RJOS,2021-12-03T02:00:00Z,34.12,134.62,11,3,290,5,30.029528,3
RJOR,2021-12-03T02:00:00Z,35.52,134.17,11,2,180,7,29.940945,11
RJOO,2021-12-03T02:00:00Z,34.78,135.43,12,4,200,3,30,11
RJOM,2021-12-03T02:00:00Z,33.82,132.68,13,5,220,15,30.029528,3
RJOK,2021-12-03T02:00:00Z,33.53,133.67,12,2,0,2,30.029528,7
RJOH,2021-12-03T02:00:00Z,35.48,133.25,11,6,200,13,29.970472,6
RJOC,2021-12-03T02:00:00Z,35.42,132.88,9,6,210,14,29.940945,2
RJOB,2021-12-03T02:00:00Z,34.75,133.85,10,4,230,11,30,242
RJOA,2021-12-03T02:00:00Z,34.43,132.92,9,5,250,10,30,318
RJNW,2021-12-03T02:00:00Z,37.3,136.97,6,5,220,16,29.911417,222
RJNT,2021-12-03T02:00:00Z,36.63,137.18,13,0,210,13,29.911417,30
RJNS,2021-12-03T02:00:00Z,34.8,138.18,14,1,280,15,29.940945,133
RJNK,2021-12-03T02:00:00Z,36.38,136.42,13,-1,200,15,29.940945,7
RJKA,2021-12-03T02:00:00Z,28.42,129.72,19,9,310,14,30.059055,7
RJGG,2021-12-03T02:00:00Z,34.87,136.8,11,4,270,3,30,5
RJFU,2021-12-03T02:00:00Z,32.92,129.92,12,7,100,5,30.059055,2
RJFT,2021-12-03T02:00:00Z,32.83,130.85,9,3,220,3,30.088583,188
RJFS,2021-12-03T02:00:00Z,33.15,130.3,10,5,0,2,30.088583,2
RJFR,2021-12-03T02:00:00Z,33.83,131.03,11,5,220,6,30.029528,9
RJFO,2021-12-03T02:00:00Z,33.47,131.73,12,3,250,9,30.059055,3
RJFM,2021-12-03T02:00:00Z,31.87,131.43,14,4,290,11,30.059055,10
RJFK,2021-12-03T02:00:00Z,31.8,130.72,11,6,50,3,30.059055,271
RJFG,2021-12-03T02:00:00Z,30.62,130.98,14,7,310,12,30.059055,234
RJFF,2021-12-03T02:00:00Z,33.58,130.45,9,6,140,13,30.059055,7
RJFE,2021-12-03T02:00:00Z,32.67,128.82,14,4,310,6,30.059055,80
RJEC,2021-12-03T02:00:00Z,43.67,142.43,4,2,230,10,29.734253,209
RJEB,2021-12-03T02:00:00Z,44.3,143.4,12,0,180,12,29.704725,24
RJDT,2021-12-03T02:00:00Z,34.28,129.32,12,2,270,10,30,61
RJDC,2021-12-03T02:00:00Z,33.92,131.27,11,7,230,13,30.029528,5
RJDB,2021-12-03T02:00:00Z,33.75,129.78,13,5,280,9,30.029528,13
RJCW,2021-12-03T02:00:00Z,45.4,141.8,2,2,150,5,29.675198,11
RJCO,2021-12-03T02:00:00Z,43.12,141.37,9,5,130,9,29.763779,7
RJCN,2021-12-03T02:00:00Z,43.57,144.97,7,5,210,15,29.852362,62
RJCM,2021-12-03T02:00:00Z,43.88,144.17,11,2,210,19,29.763779,30
RJCK,2021-12-03T02:00:00Z,43.03,144.18,9,6,200,14,29.852362,94
RJCH,2021-12-03T02:00:00Z,41.77,140.82,8,6,220,20,29.763779,36
RJCB,2021-12-03T02:00:00Z,42.72,143.22,2,1,0,2,29.822834,149
RJBT,2021-12-03T02:00:00Z,35.5,134.8,11,4,190,9,29.940945,172
RJBE,2021-12-03T02:00:00Z,34.63,135.23,11,5,0,2,30,5
RJBD,2021-12-03T02:00:00Z,33.67,135.37,13,2,340,9,30.029528,91
RJBB,2021-12-03T02:00:00Z,34.43,135.25,13,4,190,7,30,8
RJAF,2021-12-03T02:00:00Z,36.17,137.92,9,-3,170,21,29.88189,652
RJAA,2021-12-03T02:00:00Z,35.77,140.38,11,3,320,3,29.88189,36
PLCH,2021-12-03T02:00:00Z,1.98,-157.35,29,23,100,8,29.675198,5
OTHH,2021-12-03T02:00:00Z,25.27,51.6,21,18,220,4,29.970472,3
OSLK,2021-12-03T02:00:00Z,35.4,35.95,11,7,60,4,30.147638,47
OSDI,2021-12-03T02:00:00Z,33.42,36.52,2,-2,0,0,30.147638,614
ORSU,2021-12-03T02:00:00Z,35.57,45.32,6,-1,70,4,30.206694,760
ORNI,2021-12-03T02:00:00Z,31.98,44.4,11,1,310,7,30.147638,33
ORER,2021-12-03T02:00:00Z,36.23,43.97,5,1,290,4,30.177166,397
ORBI,2021-12-03T02:00:00Z,33.27,44.23,7,-2,280,5,30.11811,37
OPSK,2021-12-03T02:00:00Z,27.72,68.8,12,10,0,0,30,62
OPNH,2021-12-03T02:00:00Z,26.22,68.38,13,11,315,4,30,30
OPMT,2021-12-03T02:00:00Z,30.2,71.42,10,10,0,0,30.029528,122
OMSJ,2021-12-03T02:00:00Z,25.32,55.52,19,12,0,2,30,33
OMRK,2021-12-03T02:00:00Z,25.62,55.93,17,13,200,3,30,18
OMFJ,2021-12-03T02:00:00Z,25.1,56.32,22,15,290,8,30,27
OMDW,2021-12-03T02:00:00Z,24.9,55.17,19,13,140,7,30.029528,34
OMDB,2021-12-03T02:00:00Z,25.25,55.37,21,14,0,2,30,5
OMAL,2021-12-03T02:00:00Z,24.25,55.6,19,7,80,3,30.029528,247
OMAD,2021-12-03T02:00:00Z,24.42,54.47,21,15,0,2,30,9
OMAA,2021-12-03T02:00:00Z,24.42,54.65,20,12,170,4,30,13
OLBA,2021-12-03T02:00:00Z,33.82,35.48,16,5,100,4,30.147638,29
OKBK,2021-12-03T02:00:00Z,29.22,47.97,16,5,340,9,30.088583,55
OJAQ,2021-12-03T02:00:00Z,29.62,35.02,14,5,360,12,30.059055,45
OJAM,2021-12-03T02:00:00Z,31.98,35.98,7,6,180,2,30.147638,765
OJAI,2021-12-03T02:00:00Z,31.72,36,6,5,0,0,30.147638,723
OIZJ,2021-12-03T02:00:00Z,25.65,57.8,22,18,70,4,29.970472,6
OIZI,2021-12-03T02:00:00Z,27.23,60.72,14,-1,30,6,30.059055,622
OIZH,2021-12-03T02:00:00Z,29.47,60.92,14,-1,220,14,30.029528,1378
OIZC,2021-12-03T02:00:00Z,25.45,60.38,13,10,0,0,29.970472,13
OIZB,2021-12-03T02:00:00Z,31.1,61.55,9,-5,340,6,29.970472,483
OIYY,2021-12-03T02:00:00Z,31.9,54.28,8,3,290,12,30.029528,1226
OITR,2021-12-03T02:00:00Z,37.67,45.07,-3,-8,280,6,30.177166,1312
OITP,2021-12-03T02:00:00Z,39.6,47.88,3,2,170,4,30.265747,72
OITM,2021-12-03T02:00:00Z,37.35,46.15,0,-3,80,8,30.147638,1340
OISY,2021-12-03T02:00:00Z,30.7,51.55,6,5,0,0,30.147638,1800
OISS,2021-12-03T02:00:00Z,29.53,52.58,7,0,0,0,30.088583,1484
OISL,2021-12-03T02:00:00Z,27.67,54.37,11,6,0,0,30.029528,804
OISF,2021-12-03T02:00:00Z,28.9,53.72,5,0,340,4,30.11811,1305
OINZ,2021-12-03T02:00:00Z,36.63,53.2,9,9,230,8,30.236221,8
OINR,2021-12-03T02:00:00Z,36.9,50.67,9,6,200,2,30.206694,-19
OINN,2021-12-03T02:00:00Z,36.67,51.47,9,8,0,0,30.265747,-25
OING,2021-12-03T02:00:00Z,36.9,54.4,10,10,240,10,30.265747,0
OINE,2021-12-03T02:00:00Z,37.38,55.45,9,8,200,8,30.177166,125
OIMQ,2021-12-03T02:00:00Z,35.27,58.47,14,-2,70,6,29.970472,1101
OIMN,2021-12-03T02:00:00Z,37.48,57.3,5,3,300,14,30.088583,1065
OIMD,2021-12-03T02:00:00Z,34.38,58.63,9,-3,0,0,29.822834,1097
OIMB,2021-12-03T02:00:00Z,32.9,59.28,9,-5,100,12,29.970472,1512
OIKQ,2021-12-03T02:00:00Z,26.75,55.9,19,15,330,4,29.940945,9
OIKK,2021-12-03T02:00:00Z,30.25,56.97,7,-4,180,4,30.059055,1749
OIIP,2021-12-03T02:00:00Z,35.78,50.83,1,-3,270,21,30.029528,1270
OIIK,2021-12-03T02:00:00Z,36.25,50.05,3,-4,330,4,30.029528,1278
OIIE,2021-12-03T02:00:00Z,35.42,51.15,6,-1,280,10,30.059055,993
OIFS,2021-12-03T02:00:00Z,32.28,50.85,4,-2,280,6,30.059055,2042
OICI,2021-12-03T02:00:00Z,33.58,46.4,5,-4,130,4,30.11811,1323
OIBL,2021-12-03T02:00:00Z,26.53,54.82,21,16,340,4,29.940945,25
OIBK,2021-12-03T02:00:00Z,26.53,53.98,22,17,340,4,29.970472,27
OIBB,2021-12-03T02:00:00Z,28.93,50.83,21,16,330,17,29.970472,15
OIAW,2021-12-03T02:00:00Z,31.33,48.77,12,5,280,6,30,25
OIAM,2021-12-03T02:00:00Z,30.55,49.15,12,9,300,4,30.029528,7
OIAH,2021-12-03T02:00:00Z,30.33,50.83,12,10,0,0,30.059055,730
OIAG,2021-12-03T02:00:00Z,30.73,49.68,13,8,350,8,30,17
OIAA,2021-12-03T02:00:00Z,30.35,48.22,13,6,290,6,30.029528,4
OEYN,2021-12-03T02:00:00Z,24.13,38.07,18,15,360,4,29.852362,20
OEWJ,2021-12-03T02:00:00Z,26.18,36.47,19,11,30,6,29.940945,8
OETR,2021-12-03T02:00:00Z,31.7,38.73,4,2,100,5,30.177166,854
OETF,2021-12-03T02:00:00Z,21.47,40.53,13,7,0,2,30.177166,1460
OETB,2021-12-03T02:00:00Z,28.37,36.62,12,3,150,10,30.088583,770
OESK,2021-12-03T02:00:00Z,29.78,40.1,9,0,0,0,30.236221,671
OESH,2021-12-03T02:00:00Z,17.47,47.12,11,-3,0,0,30.088583,720
OERR,2021-12-03T02:00:00Z,30.9,41.13,8,-1,0,0,30.147638,554
OERK,2021-12-03T02:00:00Z,24.95,46.72,14,5,360,7,30.147638,618
OERF,2021-12-03T02:00:00Z,29.62,43.48,6,-2,0,0,30.147638,441
OEPA,2021-12-03T02:00:00Z,28.33,46.12,10,2,360,7,30.147638,361
OENG,2021-12-03T02:00:00Z,17.62,44.42,11,-2,300,2,30.11811,1210
OEMA,2021-12-03T02:00:00Z,24.55,39.7,17,3,40,7,30.11811,639
OEKM,2021-12-03T02:00:00Z,18.3,42.78,7,-5,0,0,30.265747,2038
OEKJ,2021-12-03T02:00:00Z,24.07,47.58,15,4,10,10,30.177166,487
OEJN,2021-12-03T02:00:00Z,21.68,39.15,23,19,350,5,29.88189,8
OEHL,2021-12-03T02:00:00Z,27.43,41.68,9,4,360,4,30.177166,1002
OEGT,2021-12-03T02:00:00Z,31.42,37.27,6,2,300,4,30.147638,512
OEGS,2021-12-03T02:00:00Z,26.3,43.77,11,7,40,7,30.147638,647
OEGN,2021-12-03T02:00:00Z,16.9,42.58,26,22,150,3,29.911417,5
OEDR,2021-12-03T02:00:00Z,26.27,50.17,18,12,300,8,29.940945,17
OEDF,2021-12-03T02:00:00Z,26.43,49.82,19,10,290,12,30,15
OEBH,2021-12-03T02:00:00Z,19.98,42.62,10,-4,0,0,30.088583,1167
OEBA,2021-12-03T02:00:00Z,20.3,41.63,14,1,230,3,30.177166,1659
OEAR,2021-12-03T02:00:00Z,,,24,20,0,0,29.940945,
OEAO,2021-12-03T02:00:00Z,26.48,38.12,16,5,270,2,30.088583,615
OEAH,2021-12-03T02:00:00Z,25.28,49.48,17,7,330,15,30.029528,180
OEAB,2021-12-03T02:00:00Z,18.23,42.65,6,-5,0,0,30.265747,2092
NZWN,2021-12-03T02:00:00Z,-41.32,174.8,20,17,350,10,30.177166,12
NZCH,2021-12-03T02:00:00Z,-43.48,172.52,19,16,80,11,30,36
NZAA,2021-12-03T02:00:00Z,-37.02,174.8,25,15,50,10,30.177166,7
NVVW,2021-12-03T02:00:00Z,-19.45,169.22,30,23,90,10,29.763779,5
NVVV,2021-12-03T02:00:00Z,-17.68,168.3,28,24,110,12,29.763779,23
NVSS,2021-12-03T02:00:00Z,-15.52,167.22,28,24,110,3,29.734253,47
NSFA,2021-12-03T02:00:00Z,-13.83,-172,25,24,330,5,29.704725,6
NIUE,2021-12-03T02:00:00Z,-19.07,-169.92,26,23,100,14,29.763779,22
NGTA,2021-12-03T02:00:00Z,1.37,173.13,30,22,90,7,29.704725,8
NGFU,2021-12-03T02:00:00Z,-8.52,179.18,27,24,60,4,29.675198,2
NFTV,2021-12-03T02:00:00Z,-18.58,-173.97,29,24,160,9,29.704725,71
NFTL,2021-12-03T02:00:00Z,-19.78,-174.33,27,22,130,15,29.734253,10
NFTF,2021-12-03T02:00:00Z,-21.23,-175.15,28,24,110,10,29.822834,38
NFNL,2021-12-03T02:00:00Z,-16.47,179.33,26,23,210,8,29.734253,17
NFNA,2021-12-03T02:00:00Z,-18.05,178.57,29,23,90,13,29.734253,6
NFFN,2021-12-03T02:00:00Z,-17.75,177.45,29,23,310,10,29.704725,14
NCSW,2021-12-03T02:00:00Z,,,28,24,60,1,29.734253,
NCRK,2021-12-03T02:00:00Z,-10.02,-161.1,28,22,10,6,29.734253,7
NCPY,2021-12-03T02:00:00Z,-9.02,-158.03,29,23,40,16,29.734253,2
NCPL,2021-12-03T02:00:00Z,1.98,-157.48,29,24,60,8,29.763779,3
NCPK,2021-12-03T02:00:00Z,-10.9,-165.83,,,,,,5
NCNS,2021-12-03T02:00:00Z,,,29,25,40,4,29.704725,
NCMR,2021-12-03T02:00:00Z,-19.85,-157.7,,,40,6,29.852362,8
NCMK,2021-12-03T02:00:00Z,-20.15,-157.33,26,24,80,4,29.822834,13
NCMH,2021-12-03T02:00:00Z,-10.38,-161,,,10,4,29.734253,1
NCMG,2021-12-03T02:00:00Z,-21.88,-157.9,,,90,4,,14
NCAT,2021-12-03T02:00:00Z,-19.97,-158.12,,,50,6,,11
NCAI,2021-12-03T02:00:00Z,-18.82,-159.77,27,24,70,4,29.822834,7
MYNN,2021-12-03T02:00:00Z,25.03,-77.47,23,18,30,7,30.109253,5
MYGF,2021-12-03T02:00:00Z,26.55,-78.7,21,17,340,5,30.121063,2
MWCR,2021-12-03T02:00:00Z,19.3,-81.37,27,23,60,10,30.029528,4
MROC,2021-12-03T02:00:00Z,10,-84.22,22,13,90,14,29.97933,900
MRLB,2021-12-03T02:00:00Z,10.6,-85.55,26,20,90,11,29.861221,79
MPTO,2021-12-03T02:00:00Z,9.05,-79.38,25,22,300,6,29.822834,7
MPMG,2021-12-03T02:00:00Z,8.98,-79.57,26,23,330,5,29.822834,6
MPDA,2021-12-03T02:00:00Z,8.4,-82.43,25,24,0,0,29.793306,15
MNMG,2021-12-03T02:00:00Z,12.15,-86.17,26,21,90,8,29.88189,59
MKJS,2021-12-03T02:00:00Z,18.5,-77.92,26,23,130,3,29.970472,3
MKJP,2021-12-03T02:00:00Z,17.93,-76.78,28,23,0,2,29.970472,3
MHTG,2021-12-03T02:00:00Z,14.07,-87.22,20,17,30,16,30.177166,1001
MHRO,2021-12-03T02:00:00Z,16.32,-86.53,25,23,0,0,30.029528,6
MHPR,2021-12-03T02:00:00Z,,,22,16,360,18,30.206694,
MHLM,2021-12-03T02:00:00Z,15.45,-87.93,24,21,120,3,30.029528,32
MHLC,2021-12-03T02:00:00Z,15.75,-86.85,22,21,0,0,30.029528,13
MHCA,2021-12-03T02:00:00Z,14.87,-85.78,24,16,0,0,,386
MGMM,2021-12-03T02:00:00Z,16.9,-89.87,24,22,360,6,30.088583,105
MGHT,2021-12-03T02:00:00Z,15.32,-91.5,14,8,0,0,,1875
MGGT,2021-12-03T02:00:00Z,14.58,-90.53,17,10,20,16,30.206694,1497
MDSD,2021-12-03T02:00:00Z,18.42,-69.67,25,23,30,4,30,18
MDPP,2021-12-03T02:00:00Z,19.75,-70.57,23,23,0,0,29.970472,9
MDPC,2021-12-03T02:00:00Z,18.57,-68.37,25,23,20,4,30,10
MDLR,2021-12-03T02:00:00Z,18.45,-68.92,24,23,40,4,29.970472,66
LQTZ,2021-12-03T02:00:00Z,44.47,18.73,6,6,270,11,29.557087,242
LQSA,2021-12-03T02:00:00Z,43.82,18.32,6,6,0,2,29.52756,505
LQMO,2021-12-03T02:00:00Z,43.28,17.83,12,9,200,7,29.52756,49
LPMT,2021-12-03T02:00:00Z,38.7,-9.05,11,6,360,8,30.265747,4
LPMR,2021-12-03T02:00:00Z,39.82,-8.88,2,5,0,2,30.295275,50
LPLA,2021-12-03T02:00:00Z,38.77,-27.1,16,15,,,30.501968,60
LPBJ,2021-12-03T02:00:00Z,38.08,-7.93,4,3,330,7,30.236221,196
LKLN,2021-12-03T02:00:00Z,49.68,13.27,0,-2,0,2,29.763779,353
LKKV,2021-12-03T02:00:00Z,50.2,12.92,-3,-5,250,4,29.734253,600
LKKB,2021-12-03T02:00:00Z,50.12,14.53,-2,-5,260,6,29.734253,281
LBPL,2021-12-03T02:00:00Z,43.45,24.5,5,1,200,2,29.675198,93
LBPG,2021-12-03T02:00:00Z,42.28,24.72,1,1,40,4,29.763779,198
LBIA,2021-12-03T02:00:00Z,42.45,26.35,0,0,0,0,29.793306,155
KPOU,2021-12-03T02:00:00Z,41.63,-73.88,8.3,5.6,270,9,29.568897,45
KNEL,2021-12-03T02:00:00Z,40.03,-74.33,12.8,5.6,240,8,29.610237,26
KMHV,2021-12-03T02:00:00Z,35.07,-118.15,12,-12,310,6,30.100393,841
KGZN,2021-12-03T02:00:00Z,32.37,-99.02,18,11,170,8,30.029528,522
KGZH,2021-12-03T02:00:00Z,31.42,-87.05,12.2,10.6,0,0,30.129921,77
HTZA,2021-12-03T02:00:00Z,-6.22,39.22,26,23,0,0,29.88189,19
HTSU,2021-12-03T02:00:00Z,-7.95,31.6,18,15,0,0,30.147638,1820
HTSO,2021-12-03T02:00:00Z,-10.67,35.58,19,17,150,8,30.147638,1058
HTMW,2021-12-03T02:00:00Z,-2.43,32.92,20,19,0,0,29.940945,1144
HTMU,2021-12-03T02:00:00Z,-1.5,33.8,20,17,0,0,29.970472,1154
HTMT,2021-12-03T02:00:00Z,-10.33,40.18,23,21,180,8,29.911417,114
HTKJ,2021-12-03T02:00:00Z,-3.42,37.07,20,19,100,10,30.029528,893
HTKA,2021-12-03T02:00:00Z,-4.88,29.67,19,18,0,0,29.911417,819
HTIR,2021-12-03T02:00:00Z,-7.67,35.75,19,10,130,7,30.088583,1432
HTIB,2021-12-03T02:00:00Z,,,19,17,0,0,29.940945,
HTDO,2021-12-03T02:00:00Z,-6.17,35.77,19,17,90,10,30.029528,1119
HTDA,2021-12-03T02:00:00Z,-6.88,39.2,24,23,0,0,29.911417,53
HTBU,2021-12-03T02:00:00Z,-1.32,31.82,20,19,270,5,29.940945,1144
HTAR,2021-12-03T02:00:00Z,-3.37,36.63,17,16,120,10,30.11811,1386
HSSK,2021-12-03T02:00:00Z,15.58,32.55,23,5,350,8,29.852362,380
HKNW,2021-12-03T02:00:00Z,-1.32,36.82,15,15,0,0,30.088583,1666
HKKI,2021-12-03T02:00:00Z,-0.1,34.75,20,16,110,2,29.970472,1152
HKJK,2021-12-03T02:00:00Z,-1.32,36.92,16,16,30,3,30.11811,1615
HETR,2021-12-03T02:00:00Z,28.22,33.65,14,6,350,9,30,35
HESW,2021-12-03T02:00:00Z,29.35,25.5,8,-1,60,3,30.088583,101
HESH,2021-12-03T02:00:00Z,27.97,34.38,19,8,360,11,29.970472,50
HESG,2021-12-03T02:00:00Z,26.33,31.75,11,6,270,6,29.970472,70
HEPS,2021-12-03T02:00:00Z,31.28,32.25,19,11,20,4,30.11811,2
HEMM,2021-12-03T02:00:00Z,31.32,27.22,13,9,0,0,30.11811,26
HEMA,2021-12-03T02:00:00Z,25.55,34.58,17,8,320,14,30,77
HELX,2021-12-03T02:00:00Z,25.67,32.7,13,6,220,2,30,86
HEGN,2021-12-03T02:00:00Z,27.18,33.8,17,7,310,11,30,14
HEBL,2021-12-03T02:00:00Z,22.38,31.62,15,4,350,5,29.970472,184
HEBA,2021-12-03T02:00:00Z,30.92,29.7,14,11,110,5,30.088583,41
HEAX,2021-12-03T02:00:00Z,31.18,29.93,16,11,120,3,30.088583,-2
HEAT,2021-12-03T02:00:00Z,27.05,31.02,10,6,360,4,30.088583,229
GVSV,2021-12-03T02:00:00Z,16.83,-25.07,22,15,50,27,29.911417,16
GVNP,2021-12-03T02:00:00Z,14.95,-23.48,22,17,40,18,29.911417,70
GVAC,2021-12-03T02:00:00Z,16.73,-22.93,21,15,50,16,29.940945,54
GQPP,2021-12-03T02:00:00Z,20.92,-17.02,17,10,20,18,30,5
GQNO,2021-12-03T02:00:00Z,18.3,-15.97,23,-4,30,9,29.852362,1
GOTT,2021-12-03T02:00:00Z,13.73,-13.65,24,9,140,2,29.763779,53
GMTN,2021-12-03T02:00:00Z,35.58,-5.32,8,6,180,10,30.177166,10
GMTA,2021-12-03T02:00:00Z,35.17,-3.85,12,6,230,5,30.147638,14
GMMZ,2021-12-03T02:00:00Z,30.93,-6.9,9,-5,350,9,30.059055,1139
GMMW,2021-12-03T02:00:00Z,34.98,-3.02,6,2,240,7,30.11811,174
GMML,2021-12-03T02:00:00Z,27.13,-13.23,16,14,30,7,30.11811,63
GMMB,2021-12-03T02:00:00Z,33.65,-7.22,8,8,80,7,30.206694,191
GMFM,2021-12-03T02:00:00Z,33.87,-5.52,4,3,220,5,30.177166,569
GMFK,2021-12-03T02:00:00Z,31.95,-4.4,8,-7,0,2,30.088583,1033
GBYD,2021-12-03T02:00:00Z,13.33,-16.65,23,16,0,0,29.763779,29
GABS,2021-12-03T02:00:00Z,12.53,-7.95,18,12,0,2,29.852362,375
FYWW,2021-12-03T02:00:00Z,-22.57,17.1,19,13,80,3,30.088583,1672
FYWB,2021-12-03T02:00:00Z,-22.98,14.65,14,11,20,11,29.852362,87
FYLZ,2021-12-03T02:00:00Z,-26.68,15.25,17,9,180,10,29.763779,129
FYKM,2021-12-03T02:00:00Z,-17.63,24.18,22,15,220,1,29.911417,959
FYGF,2021-12-03T02:00:00Z,-19.6,18.12,17,16,10,8,30.11811,1407
FTTJ,2021-12-03T02:00:00Z,12.13,15.03,22,2,340,5,29.793306,295
FTTA,2021-12-03T02:00:00Z,9.15,18.37,22,19,0,0,29.793306,361
FSIA,2021-12-03T02:00:00Z,-4.67,55.52,25,22,0,1,29.852362,3
FQTT,2021-12-03T02:00:00Z,-16.1,33.63,28,21,100,3,29.852362,146
FQQL,2021-12-03T02:00:00Z,-17.87,36.87,27,24,80,7,29.852362,5
FQMA,2021-12-03T02:00:00Z,-25.92,32.57,24,22,210,5,29.88189,34
FQLC,2021-12-03T02:00:00Z,-13.27,35.25,19,12,60,13,30.088583,1362
FQBR,2021-12-03T02:00:00Z,-19.8,34.9,25,24,260,3,29.88189,14
FOOL,2021-12-03T02:00:00Z,0.45,9.42,25,25,240,5,29.793306,9
FNLU,2021-12-03T02:00:00Z,-8.85,13.22,25,24,0,2,29.763779,75
FMSD,2021-12-03T02:00:00Z,-25.03,46.95,23,22,80,16,30.029528,7
FMNM,2021-12-03T02:00:00Z,-15.67,46.35,23,17,160,4,29.940945,18
FMMT,2021-12-03T02:00:00Z,-18.12,49.38,22,21,240,6,30.029528,13
FKYS,2021-12-03T02:00:00Z,3.82,11.52,22,22,0,2,29.911417,694
